Disciplina;NivelDisciplina;Ementa;Bibliografia;Programa
ME871;G; ;; 
ME872;G;Desenvolvimento de projeto sob orientação de um professor do departamento de Estatística.;; 
ME900;G;Trabalho individual de pesquisa supervisionado por um professor orientador docente do Departamento de Estatística, constando de desenvolvimento sobre um tema relevante da ênfase de formação do aluno. O trabalho será constituído por uma parte prática e outra teórica.;; 
ME901;G;Trabalho individual de pesquisa supervisionado por um professor orientador docente do Departamento de Estatística, constando de desenvolvimento sobre um tema relevante da ênfase de formação do aluno. O trabalho será constituído por uma parte prática e outra teórica.;; 
ME902;G;Trabalho individual de pesquisa supervisionado por um professor orientador docente do Departamento de Estatística, constando de desenvolvimento sobre um tema relevante da ênfase de formação do aluno. O trabalho será constituído por uma parte prática e outra teórica.;; 
ME903;G;Trabalho individual de pesquisa supervisionado por um professor orientador docente do Departamento de Estatística, constando de desenvolvimento sobre um tema relevante da ênfase de formação do aluno. O trabalho será constituído por uma parte prática e outra teórica.;; 
ME941;G;Estatística Descritiva. Probabilidade, Probabilidade condicional, Independência, Teorema de Bayes. Variável aleatória, discreta e contínua. Funções densidades e distribuições de Probabilidade. Momentos, Funções geratrizes. Distribuições discretas e contínuos, bionomial, hipergeométrica, Poisson, normal, uniforme, exponencial, qui-quadrado. Transformações de uma variável aleatória. Noções de intervalo de confiança e testes de hipóteses.;;
ME951;G;"An&#225;lise explorat&#243;ria de dados; no&#231;&#245;es de amostragem e planejamento de experimentos. C&#225;lculo de probabilidades: probabilidade condicional, independ&#234;ncia, teorema de Bayes. Vari&#225;vel aleat&#243;ria: fun&#231;&#227;o de probabilidade, fun&#231;&#227;o de distribui&#231;&#227;o, momentos. Princ&#237;pios de contagem. Modelos discretos: binomial, geom&#233;trico, Pascal, hipergeom&#233;trico, Poisson. Modelos cont&#237;nuos: uniforme, normal, exponencial, gamma, beta. Rela&#231;&#245;es entre algumas distribui&#231;&#245;es.";; 
ME952;G;Variáveis bi e multidimensionais. Distribuições marginal, conjunta e condicional. Covariância e correlação. Retas e curvas de regressão. Lei fraca dos grandes números e teorema central do limite. Estimação em modelos paramétricos. Estimação por ponto. Intervalos de confiança e testes de hipóteses.;; 
MG001;G;"Esta disciplina ter&#225; seu programa definido em fun&#231;&#227;o das pesquisas que se realizam na Faculdade de Ci&#234;ncias Aplicadas e das discuss&#245;es pr&#233;vias entre alunos e professores.";; 
MG002;G;"Esta disciplina ter&#225; seu programa definido em fun&#231;&#227;o das pesquisas que se realizam na Faculdade de Ci&#234;ncias Aplicadas e das discuss&#245;es pr&#233;vias entre alunos e professores.";;
MG003;G;"Esta disciplina ter&#225; seu programa definido em fun&#231;&#227;o das pesquisas que se realizam na Faculdade de Ci&#234;ncias Aplicadas e das discuss&#245;es pr&#233;vias entre alunos e professores.";;
MG004;G;"Esta disciplina ter&#225; seu programa definido em fun&#231;&#227;o das pesquisas que se realizam na Faculdade de Ci&#234;ncias Aplicadas e das discuss&#245;es pr&#233;vias entre alunos e professores.";; 
MG100;G;"Hist&#243;ria da administra&#231;&#227;o no Brasil. A profiss&#227;o do administrador. Regulamenta&#231;&#227;o da profiss&#227;o no Brasil. &#193;reas de atua&#231;&#227;o do administrador. A import&#226;ncia do agroneg&#243;cio e o gestor do agroneg&#243;cio no Brasil. O administrador empreendedor. A import&#226;ncia do com&#233;rcio internacional e o gestor de neg&#243;cios internacionais no Brasil. Tend&#234;ncias.";; 
MG400;G;"O direito comercial no Brasil: Conceito e regime jur&#237;dico da empresa mercantil; Atividade empresarial. Empresa, empres&#225;rio e estabelecimento.&#160; Regime jur&#237;dico da contabilidade comercial. Sociedade e empresa. Direito e deveres dos s&#243;cios.&#160;&#160; Direito Societ&#225;rio. No&#231;&#245;es de Direito falimentar. Mercado de Capitais. Legisla&#231;&#227;o Tribut&#225;ria: conceito, objeto e conte&#250;do. O Sistema Tribut&#225;rio nacional. Incid&#234;ncia, n&#227;o incid&#234;ncia, imunidade e isen&#231;&#227;o tribut&#225;ria. Os impostos. As taxas. O poder de pol&#237;cia. Os servi&#231;os, sua especificidade e divisibilidade. Contribui&#231;&#245;es especiais. Contribui&#231;&#227;o de melhoria.";; 
MG401;G;"Conceito e contexto da economia criativa. A dimens&#227;o do desenvolvimento. An&#225;lise multidimensional da economia criativa. Avalia&#231;&#227;o da economia criativa com base em evid&#234;ncia. Cidades Criativas. Com&#233;rcio internacional de bens e servi&#231;os criativos. O papel da propriedade intelectual na economia criativa. Tecnologia, conectividade e economia criativa. O contexto nacional e internacional das ind&#250;strias criativas.";; 
MG500;G;"Tipos e evolu&#231;&#227;o de sistemas de produ&#231;&#227;o. Gest&#227;o de opera&#231;&#245;es em servi&#231;os. Relacionamento da produ&#231;&#227;o com as demais &#225;reas da organiza&#231;&#227;o. Projeto de produto e processo. Arranjo f&#237;sico e fluxo. Capacidade produtiva. Planejamento, programa&#231;&#227;o e controle da produ&#231;&#227;o. Previs&#227;o de demanda. Gest&#227;o de estoques. Sistemas de gest&#227;o da produ&#231;&#227;o.";; 
MG501;G;"Introdu&#231;&#227;o &#224;s finan&#231;as corporativas. Papel do gestor financeiro. Sistema Financeiro Nacional. Produtos financeiros e financiamento corporativo. Avalia&#231;&#227;o de pap&#233;is de renda fixa e vari&#225;vel. Gest&#227;o do capital circulante e da necessidade do capital de giro.&#160;Gest&#227;o de tesouraria. Papel do cr&#233;dito. Administra&#231;&#227;o do passivo circulante. An&#225;lise de demonstra&#231;&#245;es financeiras. Medidas de cria&#231;&#227;o de valor.";; 
MG600;G;"Fundamentos de log&#237;stica e de log&#237;stica integrada. Gest&#227;o de redes e integra&#231;&#227;o da cadeia de suprimentos. Iniciativas, pr&#225;ticas e medi&#231;&#227;o de desempenho. Papel da tecnologia na gest&#227;o da cadeia de suprimentos. Efeito Chicote. Gesta&#771;o da cadeia de suprimentos global e riscos. Tend&#234;ncias em gest&#227;o da cadeia de suprimentos.";; 
MG601;G;"Or&#231;amento de Capital. Proje&#231;&#245;es de receitas, custos e despesas. Or&#231;amento de investimentos. Crit&#233;rios de Avalia&#231;&#227;o de Investimento. Valor Presente L&#237;quido. Taxa Interna de Retorno. Payback simples. Payback descontado. Estrutura de Capital. Pol&#237;ticas de dividendos. Custo do Capital pr&#243;prio. Custo do capital de terceiros. Custo m&#233;dio ponderado de capital (WACC).&#160; Avalia&#231;&#227;o de Empresas. Introdu&#231;&#227;o aos Derivativos. Fus&#245;es e aquisi&#231;&#245;es.";;
MG700;G;Relação entre estrutura de mercado e competitividade. Impacto das estratégias na estrutura de mercado. Governança e competitividade. Estudos setoriais.;; 
MG701;G;Função da controladoria. Tesouraria e fluxo de caixa. Previsões. Avaliação de ativos. Risco e hedging.;;
MG702;G;"Economia internacional: teorias e pol&#237;ticas. Evolu&#231;&#227;o do regime de com&#233;rcio internacional. Competitividade internacional. Instrumentos de Pol&#237;tica Comercial. Institui&#231;&#245;es e regula&#231;&#227;o do com&#233;rcio internacional. Acordos regionais de com&#233;rcio. Investimento direto estrangeiro (IDE). Empresas transnacionais e sistemas internacionais de produ&#231;&#227;o. A mundializa&#231;&#227;o do capital. Din&#226;mica produtiva global no s&#233;culo XXI. Macroeconomia aberta: c&#226;mbio e juros. Balan&#231;o de Pagamentos.";;
MG703;G;Conceitos básicos sobre projetos, planos de negócios e empreendedorismo. Aspectos administrativos, legais, mercadológicos, técnicos, econômicos e financeiros. Custo e financiamento. Estudo de viabilidade. Análise de risco. Elaboração de projeto ou plano de negócio.;;
MG704;G;Jogos simulando processo de decisão e avaliação de resultados na gestão de empresas em diversas situações de concorrência.;;
MG705;G;Decisões estratégicas de marketing. Administração e auditoria de vendas. Desenvolvimento do plano de marketing. Pesquisas de marketing. O projeto de pesquisa. Institutos de pesquisa. Marketing de serviços. Marketing Intitucional. Marketing Internacional.;;
MG706;G;Aprofundamento dos conceitos, abordagens e ferramentas desenvolvidas em Gestão de Recursos Humanos I.;;
MG707;G;"Fun&#231;&#227;o da controladoria. Tesouraria e fluxo de caixa. Previs&#245;es. Avalia&#231;&#227;o de ativos. Risco e hedging.";;
MG800;G;Continuação da elaboração do projeto ou plano de negócio iniciado na disciplina Elaboração e Análise de Projetos I.;;
MG801;G;Agências e órgãos do governo brasileiro responsáveis pelo fomento à atividades econômicas. Linhas de fomento, requisitos e condições de acesso a fundos reembolsáveis e não-reembolsáveis.;;
MG802;G;Aplicação de modelos e técnicas de simulação a problemas de gestão de empresas.;;
MG803;G;Logística empresarial. Custo da logística. Sincronização produção-logística. Benchmarking da cadeia de suprimentos. Planejamento de operações logísticas. Aplicações.;;
MG804;G;Inovação como instrumento de concorrência. Tipos de inovação: condicionantes e impactos. Desenvolvimento, incorporação e difusão de inovações. Sistemas de inovação. Instrumentos de transferência de tecnologia. Propriedade intelectual. Financiamento da inovação. Principais instrumentos de gestão da inovação.;; 
MG805;G;Jogos simulando processo de decisão e avaliação de resultados na gestão de empresas em diversas situações de concorrência.;; 
MG806;G;Processos de negociação, conteúdo e dinâmica. Papel de negociador. Estratégias e técnicas de negociação: teoria e prática. Relacionamentos estratégicos.;;
MG807;G;Aprofundamento sobre abordagens, sistemas e ferramentas de interesse para gestão de empresas.;; 
MG808;G;Perspectiva histórica sobre o setor de serviços. Especificidades da gestão de serviços. Relacionamento com fornecedores e clientes. Indicadores de qualidade. Competitividade e serviços.;; 
MG809;G;Fundamentos de política industrial e de concorrência. Perspectivas recentes das políticas no Brasil e no mundo. Agências e órgãos do governo brasileiro responsáveis pelo fomento à atividades econômicas. Linhas de fomento, requisitos e condições de acesso a fundos reembolsáveis e não-reembolsáveis. Mercado relevante e poder de mercado. Estratégias predatórias. Fusões verticais e horizontais.;; 
MG810;G;"Inova&#231;&#227;o como instrumento de concorr&#234;ncia. Tipos de inova&#231;&#227;o: condicionantes e impactos. Desenvolvimento, incorpora&#231;&#227;o e difus&#227;o de inova&#231;&#245;es. Sistemas de inova&#231;&#227;o. Propriedade intelectual. Financiamento da inova&#231;&#227;o. Instrumentos e ferramentas de gest&#227;o da inova&#231;&#227;o.";; 
MG811;G;"Direito do Trabalho: conceito, caracter&#237;sticas. Contrato de emprego: denomina&#231;&#227;o, conceito, classifica&#231;&#227;o, caracteriza&#231;&#227;o. Trabalho il&#237;cito e trabalho proibido. Direitos intelectuais. Fun&#231;&#227;o de confian&#231;a. Repousos. Remunera&#231;&#227;o e sal&#225;rio: conceito, distin&#231;&#245;es. Gorjetas. Caracteres e classifica&#231;&#227;o do sal&#225;rio. Desvio de fun&#231;&#227;o. Altera&#231;&#227;o do contrato de emprego. Altera&#231;&#227;o unilateral e bilateral. Transfer&#234;ncia de local de trabalho. Promo&#231;&#227;o e rebaixamento. Altera&#231;&#227;o de hor&#225;rio de trabalho. Redu&#231;&#227;o de remunera&#231;&#227;o. Interrup&#231;&#227;o e suspens&#227;o do contrato de trabalho.";;
MG812;G;"Fun&#231;&#227;o da controladoria. Modelos de gest&#227;o e controladoria. Teoria da ag&#234;ncia e governan&#231;a corporativa. Sistemas de informa&#231;&#227;o gerencial. M&#233;todos de custeio e controle gerencial.";; 
MG900;G;"O empreendimento e o empreendedor. Tipos de empreendimentos. Processo de empreender. Modelo de neg&#243;cios. Plano de neg&#243;cios. Novas tend&#234;ncias em empreendedorismo.";; 
MG901;G;"O empreendimento e o empreendedor. Tipos de empreendimentos. Principais indicadores do setor. Processo de empreender. Modelo de neg&#243;cios. Plano de neg&#243;cios. Novas tend&#234;ncias em empreendedorismo.";; 
MH101;G;Grandes temas em debate. Relação entre a Educação Física e o conhecimento científico. Educação Física e: educação, esportes e atividade física.;; 
MH102;G;Educação Física e Esportes enquanto fenômenos culturais da sociedade moderna. A sociedade industrial e a construção do conceito de tempo livre.;; 
MH103;G;Análise do pensamento historiográfico na Educação Física e nos esportes no Brasil. Estudo da Educação Física e dos esportes face às políticas governamentais. Estudo da estruturação das Instituições formadoras dos profissionais em Educação Física e esportes. Estudo da categoria profissional, seu processo organizativo, suas entidades, suas formas de luta: análise e perspectiva.;; 
MH104;G;O que é ciência e os diferentes campos científicos. O conhecimento científico. A questão do método. A relação método e técnicas. O relacionamento dessas com a pesquisa em Educação Física. Conceitos de informação. Documentação, comunicação e informação nas ciências.;; 
MH105;G;Educação Física como ciência. Epistemologia e Educação Física. A produção do conhecimento em Educação Física no Brasil.;; 
MH106;G;Conceitos de informação e sua relação com outras disciplinas. Diferenças entre documentação, comunicação e informação. Comunicação nas ciências. Sociedades científicas com interface com as disciplinas de Educação Física, Esportes e Lazer. Base de dados e fontes de informações nessas áreas de estudo. Recursos informacionais a partir da Unicamp. Jornalismo científico.;; 
MH107;G;A pesquisa como ensino. Procedimentos de Estudo na Universidade. A documentação como método de uso pessoal. Leitura, Análise e Interpretação de textos. Uso de Biblioteca e o acesso à informação. Pesquisa bibliográfica e procedimentos característicos dos trabalhos acadêmicos.;; 
MH108;G;Desenvolvimento da motricidade humana. Princípios gerais do desenvolvimento motor e etapas evolutivas. Motricidade global e fina. O corpo e o espaço.;;
MH112;G;Educação Física e Esportes enquanto fenômenos culturais da sociedade moderna. A sociedade industrial e a construção do conceito de tempo livre.;;
MH114;G;O que é ciência e os diferentes campos científicos. O conhecimento científico. A questão do método. A relação método e técnicas. O relacionamento dessas com a pesquisa em Educação Física. Conceitos de informação. Documentação, comunicação e informação nas ciências.;;
MH115;G;Educação Física como ciência. Epistemologia e Educação Física. A produção do conhecimento em Educação Física no Brasil.;;
MH200;G;Aspectos morfológicos e funcionais dos componentes celulares e teciduais dos sistemas orgânicos. Modificações estruturais dos tecidos determinadas pelo processo de adaptação e mudança nos níveis da atividade física.;;
MH201;G;Introdução aos fundamentos de higiene, considerando os conhecimentos básicos na área da saúde. Noções de epidemiologia e doenças transmissíveis. Reconhecimento da situação de emergência e procedimento frente ao acidentado. Prevenção, identificação e primeiros cuidados com lesões ocorridas nas diferentes modalidades esportivas. Identificação e encaminhamento em estados patológicos do escolar.;; 
MH202;G;Papel metabólico e dinâmica corporal dos nutrientes essenciais, bem como as consequências de suas carências alimentares. Demandas alimentares durante as fases do desenvolvimento humano e na atividade física.;; 
MH203;G;Estudo do substrato neuroanatômico dos diferentes níveis de atividade do sistema nervoso. Circuitos neuroanatômicos de integração do meio interno do organismo. Conexões neurofuncionais entre as expressões afetivas e motoras do comportamento humano. Influências de meio na formação do desenvolvimento do sistema nervoso.;; 
MH204;G;Diferentes etapas do desenvolvimento motor. Caracterização psicomotora da criança nas fases pré-escola e escolar. Avaliação dos estágios psicomotores. Relação entre desenvolvimento motor e fatores sociais.;; 
MH205;G;Estudo dos diferentes tipos de tensões e contrações musculares, tipos de trabalho musculares. Estudo das diferentes articulações com sua mobilidade e funções nos movimentos. Identificação, na prática, de músculos específicos em cada movimento articular, bem como de toda ação que envolve um movimento, tanto normal quanto na prática esportiva.;; 
MH206;G;Natureza da antropologia geral e física. Introdução à teoria da evolução. Filogenia e ontogenia: Adaptação humana, plasticidade e aclimatização. Estudo do crescimento e desenvolvimento humano e atividade física sob o enfoque biocultural. Tendência celular. Cineantropometria.;; 
MH207;G;A pessoa portadora de deficiência através dos tempos, considerações históricas e biopsicossociais. Fundamentos neuroanatomofisiológico, conceitos e característica das deficiências sensoriais, físicas e cognitivas. Educação Física Adaptada. Conceituação e evolução. A questão institucional: escola ou clínica.;; 
MH208;G;Características na fase adulta e terceira idade em relação ao ciclo da vida. Estudo das transformações anátomo-fisiológicas decorrentes da faixa etária e suas relações com ecossistema e cultura. Estágio supervisionado e desenvolvimento de programas de atividade física.;; 
MH209;G;Características gerais de funcionamento dos Sistemas Orgânicos. Adaptações fisiológicas no Sistema Neuro-muscular, Sistemas Energéticos, Nutrição, Metabolismo e Exercício Físico. Capacidade de trabalho físico e sua avaliação.;; 
MH210;G;"Saúde Coletiva e Atividade Física: tendências e características básicas; principais concepções e práticas; bases biológicas e epidemiológicas. Lesões desportivas: conceitos fundamentais, classificação evolutiva e segundo nível de acometimento; gênese e determinantes; quantificação dos fatores de risco, profilaxia e controle; equipamentos de proteção individual e coletiva; aspectos epidemiológicos descritivos.";; 
MH211;G;Os processos da adaptação humana em nível filogenético e ontogenético, relacionados com as fases do crescimento, maturação e desenvolvimento, nas duas primeiras décadas da vida, sob a ótica da Antropologia Biocultural. Maturação dos diferentes sistemas (curva de Scammon), estirão do crescimento, maturação biológica, somatótipo, composição corporal curvas da performance motora são associados ao gênero, idade e fatores socioculturais. A cineantropometria é o método utilizado para avaliação das respostas adaptativas nesta fase.;; 
MH212;G;Reconhecimento da situação de emergência, prioridades e conduta a serem tomadas. Prevenção, identificação e primeiros socorros com lesões ocorridas em diferentes modalidades esportivas. Recursos disponíveis, improvisação e encaminhamentos necessários.;; 
MH220;G;Aspectos morfológicos e funcionais dos componentes celulares e teciduais dos sistemas orgânicos. Modificações estruturais dos tecidos determinadas pelo processo de adaptação e mudanças nos níveis da atividade física.;; 
MH300;G;Análise filosófica do comportamento motor típico das atividades lúdicas. Reflexões sobre o jogo, o esporte, a dança, a brincadeira e a festa, envolvendo os componentes da alegria, divertimento e desenvolvimento. Implicações ideológicas e ação contra-ideológica.;; 
MH301;G;Análise antropossociológica do comportamento motor típico das atividades lúdicas. Estudo do jogo, do esporte, da dança, da brincadeira e da festa como elemento de diferentes culturas e sociedades, destacando: linguagem, alienação, repressão social e relações de poder.;; 
MH302;G;Estudo do homem na sua relação consigo mesmo e na transformação do meio. Atividades psíquicas como reguladoras das condutas humanas. Análise da estrutura do comportamento como regulador das condutas. A experiência corporal na formação da consciência.;; 
MH303;G;Estudo do jogo como atividade humana e possibilidades de ação como instrumento pedagógico no desenvolvimento do homem. O jogo como fenômeno cultural.;; 
MH304;G;Discussão teórico-prática que visa vivenciar as tendências que historicamente têm influenciado a Ginástica, com o objetivo de aplicá-la, modificá-la e adequá-la, segundo as características do meio onde o aluno se desenvolverá profissionalmente.;; 
MH305;G;A partir da consideração do esporte como manifestação da cultura e como fenômeno sócio-cultural, esta disciplina trata do ensino das modalidades coletivas, considerando-as não como fins em si mesmas, mas como atividades culturalmente determinadas. Pretende-se discutir uma metodologia de ensino que possa tornar o esporte acessível a todos os indivíduos.;; 
MH306;G;Manifestação e intercâmbio de experiências de movimento através da prática de atividades desportivas e corporais por parte do corpo discente. Reflexão sobre as experiências do movimento.;; 
MH307;G;Laboratório de atividades recreativas, tanto no ambiente escolar como fora dele. Abordagem conceitual das relações existentes entre a Educação Física, recreação e lazer, dentro de uma visão histórica, com vista à perspectiva contemporânea.;; 
MH308;G;Análise do fenômeno da motricidade e sua relação com pressupostos filosóficos, estudo da Corporeidade na produção de conhecimento na área da motricidade. Aspectos epistemológicos e pedagógicos da motricidade, em especial no teto da ludomotricidade.;; 
MH309;G;Análise antropológica da motricidade humana, estudo do jogo, do esporte e da dança como fenômenos socioculturais.;; 
MH310;G;"Estudo do homem na sua relação transformadora com o meio e consigo próprio. Análise das estruturas do comportamento como reguladoras das condutas relacionadas com as situações de esporte, do jogo e da dança. A experiência corporal como um fator de transformação do ""SELF"".";; 
MH311;G;"Desenvolvimento de estudos teórico-práticos sobre o estudo da dança, abordando seu código - movimento, dançarino, som espaço geral; as formas de avaliação de seu processo e produto, e; os eixos pelos quais ela pode ser abordada - o fazer, o apreciar, a história.";; 
MH312;G;Procedimentos pedagógicos que levem a uma vivência e aprendizagem de algumas lutas, com ênfase na natureza dos movimentos básicos através de conceitos e de atos motores.;; 
MH319;G;Análise antropológica da motricidade humana, estudo do jogo, do esporte e da dança como fenômeno socioculturais.;; 
MH400;G;Classificação e identificação das capacidades e habilidades motoras condicionantes e coordenativas. Classificação e identificação dos fatores determinantes e limitantes nas atividades físicas, relacionadas com as capacidades motoras. Princípios do treinamento esportivo. Bases de planejamento. Adaptação do treinamento para a situação do ensino formal.;; 
MH401;G;Procedimentos pedagógicos que levem a uma vivência e aprendizagem do atletismo e da natação, com ênfase na natureza dos movimentos básicos e através dos atos motores.;; 
MH402;G;Procedimentos pedagógicos que levem a uma vivência e aprendizagem da ginástica artística e ginástica rítmica desportiva, com ênfase na natureza dos movimentos básicos e através dos atos motores.;; 
MH403;G;Procedimentos pedagógicos que levem a uma vivência e aprendizagem do basquetebol e handebol, com ênfase na natureza dos movimentos básicos e através dos atos motores.;; 
MH404;G;Procedimentos pedagógicos que levem a uma vivência e aprendizagem do futebol e voleibol, com ênfase na natureza dos movimentos básicos e através dos atos motores.;; 
MH411;G;Procedimentos pedagógicos que levem a uma vivência e aprendizagem da natação, com ênfase na natureza dos movimentos básicos e através de atos motores.;; 
MH412;G;Procedimentos pedagógicos que levem a uma vivência e aprendizagem do atletismo, com ênfase na natureza dos movimentos básicos e através de atos motores.;; 
MH413;G;Procedimentos pedagógicos que levem a uma vivência e aprendizagem da Ginástica Artística, com ênfase na natureza dos movimentos básicos e através de atos motores.;; 
MH414;G;Procedimentos pedagógicos que levem a uma vivência e aprendizagem da Ginástica Rítmica Desportiva, com ênfase na natureza dos movimentos básicos e através de atos motores.;; 
MH415;G;Procedimentos pedagógicos que levem a uma vivência e aprendizagem do Basquetebol, com ênfase na natureza dos movimentos básicos e através dos atos motores.;; 
MH416;G;Procedimentos pedagógicos que levem a uma vivência e aprendizagem do Handebol, com ênfase na natureza dos movimentos básicos e através dos atos motores.;; 
MH417;G;Procedimentos pedagógicos que levem a uma vivência e aprendizagem dos fundamentos do Futebol, com ênfase na natureza dos movimentos básicos e através dos atos motores. Espaço físico e alternativo. Noções de regras.;; 
MH418;G;Ensino - Aprendizagem do jogo de voleibol.;; 
MH501;G;Análise do conteúdo dos princípios e da prática veiculados pela Educação Física na Pré-Escola e na Escola de 1º Grau (1ª a 4ª séries).;; 
MH502;G;Análise do conteúdo dos princípios e da prática veiculados pela Educação Física na Escola de 1º Grau (5ª a 8ª séries) e na de 2º Grau.;; 
MH503;G;Análise do conteúdo dos princípios e da prática veiculados pela Educação Física no ensino de 2º Grau (parte diversificada da Habilitação Magistério) e no 3º Grau.;; 
MH504;G;Adaptações necessárias para um trabalho em educação física especial. Implicações para a elaboração e desenvolvimento de programas. Aspectos interdisciplinares de educação física especial. A educação física e esporte para pessoas portadoras de deficiências.;; 
MH505;G;Orientação específica para o desenvolvimento dos projetos de monografia de conclusão do curso, na habilitação licenciatura.;; 
MH506;G;Elaboração e apresentação dos trabalhos monográficos da habilitação licenciatura.;; 
MH513;G;Análise do conteúdo dos princípios e da prática veiculados pela Educação Física no ensino de 2º Grau (parte diversificada da Habilitação Magistério) e no 3º Grau.;; 
MH514;G;Adaptações necessárias para um trabalho em educação física especial. Implicações para a elaboração e desenvolvimento de programas. Aspectos interdisciplinares de educação física especial. A educação física e esporte para pessoas portadoras de deficiências.;; 
MH601;G;O condicionamento físico das diversas modalidades esportivas. Generalização e especificação do treinamento em esportes. Planejamento, diagnóstico, prognóstico, execução e acompanhamento. A periodização.;; 
MH602;G;Características gerais de funcionamento dos sistemas orgânicos. Adaptações fisiológicas no sistema neuromuscular, sistemas energéticos, nutrição, metabolismo e exercício físico. Capacidade de trabalho físico e sua avaliação.;; 
MH603;G;Conceitos mecânicos básicos: movimento linear, movimento angular, cinética linear e angular, mecânica dos fluidos. Aplicação prática: Análise qualitativa.;; 
MH604;G;Análise do marketing atual e sua relação nas áreas da educação física, dos esportes e do lazer. Conceituação e atualidade com a finalidade de contemplar o estudante com a visão atual do marketing, colocando-o a par de toda evolução que constantemente ocorre no setor.;; 
MH605;G;Abordagem de diferentes aspectos psicológicos inerentes às relações humanas na situação de jogo ou fenômeno esporte;;
MH606;G;Normas gerais de esportes e sua regulamentação. O sistema esportivo nacional. Origem do direito, seus ramos e conceitos, e sua relação com Educação Física e esportes.;;
MH607;G;Parâmetros quantificáveis da performance humana. Respostas biopsicossociais da saúde coletiva e performance humana. Prescrição de atividades.;; 
MH608;G;Análise do marketing atual e sua relação nas áreas da educação física, dos esportes e do lazer. Conceituação e atualidade com a finalidade de contemplar o estudante com a visão atual do marketing, colocando-o a par de toda evolução que constantemente ocorre no setor.;; 
MH609;G;Tema de pesquisa a ser desenvolvido individualmente pelo aluno sob orientação de um professor.;; 
MH610;G;Tema de pesquisa a ser desenvolvido individualmente pelo aluno sob orientação de um professor.;; 
MH611;G;Identificação das artes marciais como elemento da cultura esportiva, buscando, no direcionamento da sua prática e teoria, a construção e o aperfeiçoamento das qualidades físicas, sociais, intelectuais e afetivas.;;
MH612;G;Planejamento, organização e execução de programas de ensino de atletismo para os diversos segmentos da sociedade. Organização de competições e preparação global do atleta e da equipe.;; 
MH613;G;Planejamento, organização e execução de programas de ensino de basquetebol para os diversos segmentos da sociedade. Organização de competições e preparação global do atleta e da equipe.;; 
MH614;G;Planejamento, organização e execução de programas de ensino em handebol para os diversos segmentos da sociedade. Organização de competições e preparação global do atleta e da equipe.;; 
MH615;G;Regulamento e pontuação, histórico e evolução da modalidade. Análise técnica e execução e aperfeiçoamento de seus fundamentos. Organização de competições e preparação global do ginasta e da equipe.;; 
MH616;G;Regulamento e pontuação, histórico e evolução da modalidade. Análise técnica e execução e aperfeiçoamento de seus fundamentos. Organização de competições e preparação global do ginasta e da equipe.;; 
MH617;G;Planejamento, organização e execução de programas de ensino em futebol para os diversos segmentos da sociedade. Organização de competições e preparação global do atleta e da equipe.;; 
MH618;G;Planejamento, organização e execução de programas de ensino em natação para os diversos segmentos da sociedade. Organização de competições e preparação global do atleta e da equipe.;; 
MH619;G;Planejamento, organização e execução de programas de ensino em voleibol para os diversos segmentos da sociedade. Organização de competições e preparação global do atleta e da equipe.;; 
MH620;G;Prosseguimento e término das atividades que se iniciaram na Monografia I, resultando em um trabalho obrigatório para finalização do curso.;; 
MH621;G;O condicionamento físico das diversas modalidades esportivas. Generalização e especificação do treinamento em esportes. Planejamento, diagnóstico, prognóstico, execução e acompanhamento. A periodização.;; 
MH630;G;Aplicação de princípios de treinamento nas modalidades, através de acompanhamento de escolinhas e equipes. Participação em campeonatos. Elaboração de programa de treinamento dessas modalidades. <br />Obs.: Disciplina destinada a estágio de alunos com interesse em modalidades diferentes das tradicionais oferecidas pela faculdade.;; 
MH631;G;Desenvolvimento e treinamento de lutas, através de acompanhamento dos diferentes segmentos que envolvem sua realidade.;; 
MH632;G;Acompanhamento do processo de treinamento técnico/tático na modalidade de atletismo no segmento escolar e não escolar.;; 
MH633;G;Acompanhamento, aprofundamento e atuação no processo de início e treinamento na modalidade basquetebol.;; 
MH634;G;Aplicação de princípios de treinamento na modalidade handebol através de acompanhamento de equipes de iniciação desportiva e equipes de aperfeiçoamento desportivo.;; 
MH635;G;Aplicação de estágio supervisionado na área da Ginástica Artística, visando desenvolver uma complementação de seus conhecimentos teóricos da disciplina. Acompanhamento de algumas equipes de treinamento em nível de iniciação desportiva, realizada em clubes, escolas e/ou instituições que desenvolvam esta prática da modalidade.;; 
MH636;G;Aplicação de estágio supervisionado na área da Ginástica Rítmica Desportiva, visando desenvolver uma complementação de seus conhecimentos teóricos da disciplina. Acompanhamento de algumas equipes de treinamento em nível de iniciação desportiva, realizada em clubes, escolas e/ou instituições que desenvolvam esta prática da modalidade.;; 
MH637;G;Aplicação de princípios de treinamento no futebol, através de acompanhamento de equipes, clubes e escolinhas. Participação em competições. Elaboração de programas de treinamento.;; 
MH638;G;Aplicação de princípios de treinamento na modalidade natação através de acompanhamento de equipes de iniciação desportiva e equipes de aperfeiçoamento desportivo.;; 
MH639;G;A realidade na prática do voleibol (iniciação e treinamento);; 
MH640;G;Aprofundamento dos conceitos e da prática executada no Estágio Supervisionado em treinamento em Esportes I. <br />Obs.: Disciplina destinada a estágio de alunos com interesse em modalidades diferentes das tradicionais oferecidas pela faculdade.;; 
MH641;G;Aprofundamento do desenvolvimento e treinamento de lutas, através de acompanhamento dos diferentes segmentos que envolvem sua realidade.;; 
